cluster,states,type
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
2,HI,public_coverage
